loss,accuracy,val_loss,val_accuracy
1.3628110885620117,0.5502058863639832,0.2863677740097046,0.9423503279685974
0.18079803884029388,0.9483687281608582,0.01937786303460598,0.9933481216430664
0.04471585527062416,0.9889135360717773,0.004964935127645731,0.9977827072143555
0.04498056694865227,0.9898638129234314,0.005757936742156744,1.0
0.01457501295953989,0.996515691280365,0.0005457065417431295,1.0
0.02732168883085251,0.9936648607254028,0.030343160033226013,0.9933481216430664
0.028575485572218895,0.9898638129234314,0.0005231084069237113,1.0
0.00601164810359478,0.9984162449836731,0.00035305952769704163,1.0
0.009311128407716751,0.9980994462966919,4.639479811885394e-05,1.0
0.01259929221123457,0.9955654144287109,0.0010265050223097205,1.0
0.010854316875338554,0.997465968132019,0.0002352838055230677,1.0
0.013452579267323017,0.996515691280365,0.00020752573618665338,1.0
0.007993203587830067,0.9977827072143555,0.0006052185781300068,1.0
0.002691583475098014,0.999049723148346,1.190563398267841e-05,1.0
0.011658530682325363,0.9977827072143555,0.00026908371364697814,1.0
0.015952568501234055,0.9971491694450378,7.965765689732507e-05,1.0
0.0036649778485298157,0.9987329840660095,1.1760515917558223e-05,1.0
0.007550520356744528,0.9980994462966919,1.5060175428516231e-05,1.0
0.0023200749419629574,0.9996832609176636,1.5848776456550695e-05,1.0
0.005599814932793379,0.9993664622306824,3.8112204492790624e-05,1.0
0.009256486780941486,0.9984162449836731,1.7528480384498835e-05,1.0
0.0017916696378961205,0.9996832609176636,2.3657892143091885e-06,1.0
0.00042855209903791547,1.0,1.2972146805623197e-06,1.0
0.020867563784122467,0.9949318766593933,0.004346349276602268,1.0
0.03581294044852257,0.9901805520057678,0.0018907437333837152,1.0
0.031791944056749344,0.99303138256073,0.0001912989973789081,1.0
0.007792838849127293,0.9984162449836731,3.657710476545617e-05,1.0
0.0075365034863352776,0.9987329840660095,7.203813584055752e-05,1.0
0.004121438600122929,0.9980994462966919,3.5599106922745705e-05,1.0
0.0006680855876766145,1.0,2.8993117666686885e-06,1.0
0.0038601569831371307,0.9987329840660095,4.655389602703508e-06,1.0
0.0010475259041413665,0.9996832609176636,6.698962533846498e-05,1.0
0.002062191953882575,0.999049723148346,6.691229827993084e-06,1.0
0.0045071193017065525,0.9993664622306824,3.2274997465719935e-06,1.0
0.00440236646682024,0.9987329840660095,8.60306897720875e-07,1.0
0.003533999202772975,0.9987329840660095,1.2311622867855476e-06,1.0
0.00014678762818221003,1.0,1.9718331145668344e-07,1.0
0.0007720883004367352,0.9996832609176636,2.6536945370025933e-06,1.0
0.0035773783456534147,0.9987329840660095,5.2958221203880385e-06,1.0
0.002353859134018421,0.999049723148346,1.2171083653811365e-05,1.0
0.010197211056947708,0.997465968132019,0.00018707141862250865,1.0
0.008367379195988178,0.9980994462966919,0.0003139391483273357,1.0
0.0035115662030875683,0.999049723148346,1.2539014733192744e-06,1.0
0.010880040004849434,0.9961989521980286,0.0001239773991983384,1.0
0.02026563696563244,0.9955654144287109,0.00014365182141773403,1.0
0.0022803593892604113,0.9987329840660095,2.3588529074913822e-05,1.0
0.0023565529845654964,0.9993664622306824,4.2475849681977706e-07,1.0
0.0006730385939590633,0.9996832609176636,1.4273354054239462e-07,1.0
0.00028926055529154837,1.0,1.385041912271845e-07,1.0
0.0026821040082722902,0.999049723148346,5.032608214605716e-07,1.0
0.010972392745316029,0.9971491694450378,2.117987969540991e-05,1.0
0.01241098903119564,0.9971491694450378,5.983740265946835e-05,1.0
0.010048113763332367,0.9980994462966919,8.534721018804703e-06,1.0
0.0005252077826298773,1.0,5.09338178744656e-07,1.0
0.0002672162663657218,1.0,2.2361355433986319e-07,1.0
0.0013886691303923726,0.9993664622306824,9.105344815907301e-07,1.0
0.0028788461349904537,0.9987329840660095,7.481109059881419e-05,1.0
0.01587478630244732,0.9987329840660095,0.0008324363734573126,1.0
0.009740886278450489,0.9987329840660095,2.5520173494442133e-06,1.0
0.0018141585169360042,0.9996832609176636,1.92196375792264e-06,1.0
0.014803369529545307,0.9961989521980286,0.010401342995464802,0.9977827072143555
0.005706035066395998,0.9984162449836731,0.00016018739552237093,1.0
0.03269525244832039,0.9971491694450378,1.1193041018486838e-06,1.0
0.006092959549278021,0.9987329840660095,2.5157452910207212e-05,1.0
0.0013030729023739696,0.9993664622306824,8.068897841440048e-06,1.0
0.007160416804254055,0.9993664622306824,9.48903817743485e-08,1.0
0.012073459103703499,0.9977827072143555,0.0008843348477967083,1.0
0.012423152104020119,0.9984162449836731,1.7109536202042364e-05,1.0
0.0018632743740454316,0.9996832609176636,2.2758297291147755e-06,1.0
0.0032179439440369606,0.9996832609176636,7.508334874728462e-06,1.0
0.00038685378967784345,1.0,8.965685083239805e-07,1.0
0.0009686834528110921,0.9996832609176636,1.2375185178825632e-06,1.0
0.0003515829739626497,0.9996832609176636,2.1436390795770421e-07,1.0
0.00011318656470393762,1.0,7.083819042463801e-08,1.0
